state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrug_village_id,shrug_shrid2,shrug_village_name,shrug_district,shrug_subdistrict,shrug_lgd_gp_code,shrug_gp_name
Karnataka,Chikkaballapura,Chikballapur,62520,AGALAGURKI,154085,AGALAGURKI,623640,Agalagurki,Chikkaballapura,Chikkaballapura.xls,13,623640.0,11-29-582-05596-623640,agalagurki,chikkaballapura,chikkaballapura,218824.0,Agalagurki
Karnataka,Chikkaballapura,Bagepalli,62751,THOLLAPALLI,156167,AGATAMADAKA,623920,Agatamdike,Chikkaballapura,Chikkaballapura.xls,14,623920.0,11-29-582-05598-623920,agatamdike,chikkaballapura,bagepalli,218785.0,Thollapalli
Karnataka,Chikkaballapura,Chintamani,62550,Bhommisettihalli,664867,AGRAHARA,624476,Agrahara,Chikkaballapura,Chikkaballapura.xls,15,624476.0,11-29-582-05600-624476,agrahara,chikkaballapura,chintamani,218848.0,Bhommisettihalli
Karnataka,Chikkaballapura,Chintamani,62559,Mitta Halli,154469,AGRAHARAHALLY,624347,Agraharahalli,Chikkaballapura,Chikkaballapura.xls,16,624347.0,11-29-582-05600-624347,agraharahalli,chikkaballapura,chintamani,218865.0,Mitta Halli
Karnataka,Chikkaballapura,Sidlaghatta,62726,Doddateka Halli,155963,AJJAKADIRENAHALLI,624109,Ajjakadirenahalli,Chikkaballapura,Chikkaballapura.xls,17,624109.0,11-29-582-05599-624109,ajjakadirenahalli,chikkaballapura,sidlaghatta,219025.0,Doddateka Halli
Karnataka,Chikkaballapura,Chikballapur,62516,AJJAVARA,154050,AJJAVARA,623651,Ajjavara,Chikkaballapura,Chikkaballapura.xls,18,623651.0,11-29-582-05596-623651,ajjavara,chikkaballapura,chikkaballapura,218825.0,Ajjiwara
Karnataka,Chikkaballapura,Gauribidanur,62577,JARABANDANAHALLY,154569,AK.GOLLAHALLY,623398,Gollahalli,Chikkaballapura,Chikkaballapura.xls,19,623398.0,11-29-582-05595-623398,gollahalli,chikkaballapura,gauribidanur,218899.0,Jarabandanahalli
Karnataka,Chikkaballapura,Chikballapur,62528,HAROBANDE,154160,AKALATHIMMANAHALLY,623573,Akalathimmanahalli,Chikkaballapura,Chikkaballapura.xls,20,623573.0,11-29-582-05596-623573,akalathimmanahalli,chikkaballapura,chikkaballapura,218833.0,Harobande
Karnataka,Chikkaballapura,Chintamani,62541,Santekalla Halli,154275,AKKIMANGALA,624607,Akkimangala,Chikkaballapura,Chikkaballapura.xls,21,624607.0,11-29-582-05600-624607,akkimangala,chikkaballapura,chintamani,218874.0,Santekalla Halli
Karnataka,Chikkaballapura,Gudibanda,62605,ULLODU,154797,ALAGADHARANAHALLI,623719,Aligadirenahalli,Chikkaballapura,Chikkaballapura.xls,22,623719.0,11-29-582-05597-623719,aligadirenahalli,chikkaballapura,gudibanda,218921.0,Ullodu
Karnataka,Chikkaballapura,Sidlaghatta,62703,THIMMANAYAKANAHALLI,155752,ALAGURKI,624080,Alagurki,Chikkaballapura,Chikkaballapura.xls,23,624080.0,11-29-582-05599-624080,alagurki,chikkaballapura,sidlaghatta,219040.0,Thimmanayakana Halli
Karnataka,Chikkaballapura,Gauribidanur,62585,ALAKAPURA,154612,ALAKAPURA,623348,Alakapura,Chikkaballapura,Chikkaballapura.xls,24,623348.0,11-29-582-05595-623348,alakapura,chikkaballapura,gauribidanur,218880.0,Alakapura
Karnataka,Chikkaballapura,Chintamani,62551,Munaganahalli,154377,ALAMBAGIRI,624684,Alambagiri,Chikkaballapura,Chikkaballapura.xls,25,624684.0,11-29-582-05600-624684,alambagiri,chikkaballapura,chintamani,218867.0,Munaganahalli
Karnataka,Chikkaballapura,Chintamani,62550,Bhommisettihalli,154366,ALAPALLY,624447,Alapalli,Chikkaballapura,Chikkaballapura.xls,26,624447.0,11-29-582-05600-624447,alapalli,chikkaballapura,chintamani,218848.0,Bhommisettihalli
Karnataka,Chikkaballapura,Gauribidanur,299795,SHYAMPURA,154553,ALASTHIMMANAHALLY,623425,Alas Thimmanahalli,Chikkaballapura,Chikkaballapura.xls,27,623425.0,11-29-582-05595-623425,alas thimmanahalli,chikkaballapura,gauribidanur,272731.0,Shyampura
Karnataka,Chikkaballapura,Gauribidanur,62584,Alipura,154611,ALLIPURA,623430,Allipura (CT),Chikkaballapura,Chikkaballapura.xls,28,623430.0,11-29-582-05595-623430,,chikkaballapura,gauribidanur,218881.0,Alipura
Karnataka,Chikkaballapura,Gudibanda,299796,DAPPARTI,699973,AMANIBYRASAGARA,623708,AMANIBYRASAGARA,Chikkaballapura,Chikkaballapura.xls,29,623708.0,11-29-582-05597-623708,amani byrasagara,chikkaballapura,gudibanda,272732.0,Dapparti
Karnataka,Chikkaballapura,Sidlaghatta,62723,KUMBIGANAHALLI,155926,AMARAVATHI,624304,Amaravathi,Chikkaballapura,Chikkaballapura.xls,30,624304.0,11-29-582-05599-624304,amaravathi,chikkaballapura,sidlaghatta,219031.0,Kumbigana Halli
Karnataka,Chikkaballapura,Sidlaghatta,62723,KUMBIGANAHALLI,155932,AMIBIGANAHALLI,624300,Ambiganahalli,Chikkaballapura,Chikkaballapura.xls,31,624300.0,11-29-582-05599-624300,ambiganahalli,chikkaballapura,sidlaghatta,219031.0,Kumbigana Halli
Karnataka,Chikkaballapura,Chintamani,62559,Mitta Halli,154461,AMITAHALLY,624365,Amitahalli,Chikkaballapura,Chikkaballapura.xls,32,624365.0,11-29-582-05600-624365,amitahalli,chikkaballapura,chintamani,218865.0,Mitta Halli
Karnataka,Chikkaballapura,Chintamani,62532,Upparapet,154205,AMITIGANAHALLI,624569,Amitiganahalli,Chikkaballapura,Chikkaballapura.xls,33,624569.0,11-29-582-05600-624569,amitiganahalli,chikkaballapura,chintamani,218877.0,Upparapet
Karnataka,Chikkaballapura,Sidlaghatta,62720,Basettyhalli,155897,AMMAGARAHALLI,624071,Ammagarahalli,Chikkaballapura,Chikkaballapura.xls,34,624071.0,11-29-582-05599-624071,ammagarahalli,chikkaballapura,sidlaghatta,219020.0,Basettyhalli
Karnataka,Chikkaballapura,Sidlaghatta,62720,Basettyhalli,155898,AMURTHIMMANAHALLI,624070,Anur Thimmanahalli,Chikkaballapura,Chikkaballapura.xls,35,624070.0,11-29-582-05599-624070,anur thimmanahalli,chikkaballapura,sidlaghatta,219020.0,Basettyhalli
Karnataka,Chikkaballapura,Gauribidanur,62565,D.PALYA,154510,ANAGATTANAHALLY,623317,Anagattahalli,Chikkaballapura,Chikkaballapura.xls,36,623317.0,11-29-582-05595-623317,anagattahalli,chikkaballapura,gauribidanur,218886.0,Darinayakanapalya
Karnataka,Chikkaballapura,Chintamani,62554,Settyhalli,154405,ANAKAL,624523,Anakallu,Chikkaballapura,Chikkaballapura.xls,37,624523.0,11-29-582-05600-624523,anakallu,chikkaballapura,chintamani,218875.0,Settyhalli
Karnataka,Chikkaballapura,Chikballapur,62517,Patrena Halli,154062,ANAKANUR,623563,Anakanur,Chikkaballapura,Chikkaballapura.xls,38,623563.0,11-29-582-05596-623563,anakanur,chikkaballapura,chikkaballapura,218842.0,Patrena Halli
Karnataka,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,154439,ANAPALLI,624335,Annapalli,Chikkaballapura,Chikkaballapura.xls,39,624335.0,11-29-582-05600-624335,annapalli,chikkaballapura,chintamani,218849.0,Buradagunte
Karnataka,Chikkaballapura,Chikballapur,62517,Patrena Halli,154066,ANDARLAHALLY,623655,Andarlahalli,Chikkaballapura,Chikkaballapura.xls,40,623655.0,11-29-582-05596-623655,andarlahalli,chikkaballapura,chikkaballapura,218842.0,Patrena Halli
Karnataka,Chikkaballapura,Sidlaghatta,62726,Doddateka Halli,155957,ANEMADAGU,624097,Anemadagu,Chikkaballapura,Chikkaballapura.xls,41,624097.0,11-29-582-05599-624097,anemadagu,chikkaballapura,sidlaghatta,219025.0,Doddateka Halli
Karnataka,Chikkaballapura,Chikballapur,62527,Gollahalli,588729,ANEMODAGU,623491,Anemadagu,Chikkaballapura,Chikkaballapura.xls,42,623491.0,11-29-582-05596-623491,anemadagu,chikkaballapura,chikkaballapura,218832.0,Gollahalli
Karnataka,Chikkaballapura,Chikballapur,62512,Angarekhanahalli,154023,ANGAREKANAHALLY,623587,Angarekanahalli,Chikkaballapura,Chikkaballapura.xls,43,623587.0,11-29-582-05596-623587,angarekanahalli,chikkaballapura,chikkaballapura,218826.0,Angarekhanahalli
Karnataka,Chikkaballapura,Chikballapur,62521,Kuppa Halli,154096,ANGATTA,623624,Angatta,Chikkaballapura,Chikkaballapura.xls,44,623624.0,11-29-582-05596-623624,angatta,chikkaballapura,chikkaballapura,218837.0,Kuppa Halli
Karnataka,Chikkaballapura,Chintamani,62530,KADADHALAMARI,154180,ANKALAMADAGU,624372,Anakalamadagu,Chikkaballapura,Chikkaballapura.xls,45,624372.0,11-29-582-05600-624372,anakalamadagu,chikkaballapura,chintamani,218855.0,Kadadanamari
Karnataka,Chikkaballapura,Chikballapur,62524,Thippanahalli,154121,ANKANAGONDHI,623545,Ankanagondi,Chikkaballapura,Chikkaballapura.xls,46,623545.0,11-29-582-05596-623545,ankanagondi,chikkaballapura,chikkaballapura,218845.0,Thippanahalli
Karnataka,Chikkaballapura,Sidlaghatta,62713,Mallur,155824,ANKATHATTI,624252,Ankathatti,Chikkaballapura,Chikkaballapura.xls,47,624252.0,11-29-582-05599-624252,ankathatti,chikkaballapura,sidlaghatta,219034.0,Mallur
Karnataka,Chikkaballapura,Chintamani,62560,NADHIGANAHALLY,154480,ANNENAHALLY,624493,Annepalli,Chikkaballapura,Chikkaballapura.xls,48,624493.0,11-29-582-05600-624493,annepalli,chikkaballapura,chintamani,218869.0,Nandiganahalli
Karnataka,Chikkaballapura,Gauribidanur,62580,KURUDI,154586,ANUDI,623198,ASUDI,Chikkaballapura,Chikkaballapura.xls,49,623198.0,11-29-582-05595-623198,anudi,chikkaballapura,gauribidanur,218902.0,Kurudi
Karnataka,Chikkaballapura,Sidlaghatta,62710,Anur,155808,ANUR,624208,Anur,Chikkaballapura,Chikkaballapura.xls,50,624208.0,11-29-582-05599-624208,anur,chikkaballapura,sidlaghatta,219019.0,Anur
Karnataka,Chikkaballapura,Chintamani,62546,ANUR,154316,ANUR,624682,Anoor,Chikkaballapura,Chikkaballapura.xls,51,624682.0,11-29-582-05600-624682,anoor,chikkaballapura,chintamani,218846.0,Anur
Karnataka,Chikkaballapura,Chintamani,62559,Mitta Halli,154460,APPASANAHALLY,624346,Appasanihalli,Chikkaballapura,Chikkaballapura.xls,52,624346.0,11-29-582-05600-624346,appasanihalli,chikkaballapura,chintamani,218865.0,Mitta Halli
Karnataka,Chikkaballapura,Sidlaghatta,62727,Handiganala,155965,APPEGOWDANAHALLI,624215,Appegowdanahalli,Chikkaballapura,Chikkaballapura.xls,53,624215.0,11-29-582-05599-624215,appegowdanahalli,chikkaballapura,sidlaghatta,219027.0,Handiganala
Karnataka,Chikkaballapura,Gauribidanur,62583,PURA,154606,ARASALABANDE,623390,Arasalbande,Chikkaballapura,Chikkaballapura.xls,54,623390.0,11-29-582-05595-623390,arasalbande,chikkaballapura,gauribidanur,218911.0,Pura
Karnataka,Chikkaballapura,Chikballapur,62521,Kuppa Halli,154093,ARASANAHALLY,623628,Arasanahalli,Chikkaballapura,Chikkaballapura.xls,55,623628.0,11-29-582-05596-623628,arasanahalli,chikkaballapura,chikkaballapura,218837.0,Kuppa Halli
Karnataka,Chikkaballapura,Bagepalli,62737,KANAGAMAKALAPALLI,156051,ARGIPALLI,623880,Arigepalli,Chikkaballapura,Chikkaballapura.xls,56,623880.0,11-29-582-05598-623880,arigepalli,chikkaballapura,bagepalli,218771.0,Kanagamakala Palli
Karnataka,Chikkaballapura,Bagepalli,62748,RASCHERVU,156136,ARIGEVARIGUTTA,623936,Arigevarigutta,Chikkaballapura,Chikkaballapura.xls,57,623936.0,11-29-582-05598-623936,arigevarigutta,chikkaballapura,bagepalli,218782.0,Racheravu
Karnataka,Chikkaballapura,Sidlaghatta,62724,CHEEMANGALA,155940,ARIKERE,624256,Arikere,Chikkaballapura,Chikkaballapura.xls,58,624256.0,11-29-582-05599-624256,arikere,chikkaballapura,sidlaghatta,219022.0,Cheemangala
Karnataka,Chikkaballapura,Chikballapur,62526,AVALAGURKI,154142,ARIKERE,623543,Arikere,Chikkaballapura,Chikkaballapura.xls,59,623543.0,11-29-582-05596-623543,arikere,chikkaballapura,chikkaballapura,218828.0,Avagurki
Karnataka,Chikkaballapura,Gauribidanur,62583,PURA,154601,ARKUNDA,623393,Arkunda,Chikkaballapura,Chikkaballapura.xls,60,623393.0,11-29-582-05595-623393,arkunda,chikkaballapura,gauribidanur,218911.0,Pura
Karnataka,Chikkaballapura,Chikballapur,62509,Aruuru,153984,AROORU,623466,Aroor,Chikkaballapura,Chikkaballapura.xls,61,623466.0,11-29-582-05596-623466,aroor,chikkaballapura,chikkaballapura,218827.0,Aruuru
Karnataka,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,155871,ATAGOLAHALLI,624053,Atagollahalli,Chikkaballapura,Chikkaballapura.xls,62,624053.0,11-29-582-05599-624053,atagollahalli,chikkaballapura,sidlaghatta,272733.0,Talakayalabetta
Karnataka,Chikkaballapura,Sidlaghatta,62724,CHEEMANGALA,155941,ATTIGANAHALLI,624263,Athiganahalli,Chikkaballapura,Chikkaballapura.xls,63,624263.0,11-29-582-05599-624263,athiganahalli,chikkaballapura,sidlaghatta,219022.0,Cheemangala
Karnataka,Chikkaballapura,Chintamani,62539,THALAGAVARA,154263,ATTURU,624604,Atturu,Chikkaballapura,Chikkaballapura.xls,64,624604.0,11-29-582-05600-624604,atturu,chikkaballapura,chintamani,218876.0,Talagawara
Karnataka,Chikkaballapura,Chikballapur,62526,AVALAGURKI,154143,AVALAGURKI,623540,Avalagurki,Chikkaballapura,Chikkaballapura.xls,65,623540.0,11-29-582-05596-623540,avalagurki,chikkaballapura,chikkaballapura,218828.0,Avagurki
Karnataka,Chikkaballapura,Chikballapur,62512,Angarekhanahalli,154019,AVALAHALLY,623583,Avalahalli,Chikkaballapura,Chikkaballapura.xls,66,623583.0,11-29-582-05596-623583,avalahalli,chikkaballapura,chikkaballapura,218826.0,Angarekhanahalli
Karnataka,Chikkaballapura,Gauribidanur,62586,B.BOMMASANDRA,154618,B.BOMMASANDRA,623333,B.Bommasandra,Chikkaballapura,Chikkaballapura.xls,67,623333.0,11-29-582-05595-623333,b bommasandra,chikkaballapura,gauribidanur,218882.0,B.Bommasandra
Karnataka,Chikkaballapura,Bagepalli,62729,BILLUR,608468,Babenayakanapalli,623928,Babenayakanapalli,Chikkaballapura,Chikkaballapura.xls,68,623928.0,11-29-582-05598-623928,babenayakanapalli,chikkaballapura,bagepalli,218763.0,Billur
Karnataka,Chikkaballapura,Sidlaghatta,62706,Kothanur,155777,BACHAHALLI,624205,Bachahalli,Chikkaballapura,Chikkaballapura.xls,69,624205.0,11-29-582-05599-624205,bachahalli,chikkaballapura,sidlaghatta,219030.0,Kothanur
Karnataka,Chikkaballapura,Chikballapur,62523,Muddena Halli,154112,BACHAHALLY,623611,Bachahalli,Chikkaballapura,Chikkaballapura.xls,70,623611.0,11-29-582-05596-623611,bachahalli,chikkaballapura,chikkaballapura,218840.0,Muddena Halli
Karnataka,Chikkaballapura,Sidlaghatta,62704,DIBBURAHALLI,155754,BACHANAHALLI,624075,Bachanahalli,Chikkaballapura,Chikkaballapura.xls,71,624075.0,11-29-582-05599-624075,bachanahalli,chikkaballapura,sidlaghatta,219024.0,Dibburahalli
Karnataka,Chikkaballapura,Chintamani,62541,Santekalla Halli,154276,BACHAPPANAAHLLY,624608,Bachhappanahalli,Chikkaballapura,Chikkaballapura.xls,72,624608.0,11-29-582-05600-624608,bachhappanahalli,chikkaballapura,chintamani,218874.0,Santekalla Halli
Karnataka,Chikkaballapura,Chintamani,62535,KAGATHI,154227,BACHAVARAHALLY,624650,Bachuvarihalli,Chikkaballapura,Chikkaballapura.xls,73,624650.0,11-29-582-05600-624650,bachuvarihalli,chikkaballapura,chintamani,218856.0,Kagathi
Karnataka,Chikkaballapura,Gauribidanur,62565,D.PALYA,154509,BACHCHAREDDYHALLY,623319,Bachareddyhalli,Chikkaballapura,Chikkaballapura.xls,74,623319.0,11-29-582-05595-623319,bachareddyhalli,chikkaballapura,gauribidanur,218886.0,Darinayakanapalya
Karnataka,Chikkaballapura,Chikballapur,62507,MANDIKAL,153953,BACHENAHALLY,623471,Bachenahalli,Chikkaballapura,Chikkaballapura.xls,75,623471.0,11-29-582-05596-623471,bachenahalli,chikkaballapura,chikkaballapura,218839.0,Mandikal
Karnataka,Chikkaballapura,Chintamani,62535,KAGATHI,154225,BADAGAVARAHALLY,624639,Badagavarahalli,Chikkaballapura,Chikkaballapura.xls,76,624639.0,11-29-582-05600-624639,badagavarahalli,chikkaballapura,chintamani,218856.0,Kagathi
Karnataka,Chikkaballapura,Chikballapur,62512,Angarekhanahalli,154016,BADHANIGANAHALLY,623585,Badaniganahalli,Chikkaballapura,Chikkaballapura.xls,77,623585.0,11-29-582-05596-623585,badaniganahalli,chikkaballapura,chikkaballapura,218826.0,Angarekhanahalli
Karnataka,Chikkaballapura,Gauribidanur,62588,BYCHAPURA,154635,BADIMARALUR,623244,Badimaralur,Chikkaballapura,Chikkaballapura.xls,78,623244.0,11-29-582-05595-623244,badimaralur,chikkaballapura,gauribidanur,251978.0,Gauribidanur
Karnataka,Chikkaballapura,Chintamani,62547,Kattariguppa,154335,BAKTHARA HALLY,624530,Bhaktarahalli,Chikkaballapura,Chikkaballapura.xls,79,624530.0,11-29-582-05600-624530,bhaktarahalli,chikkaballapura,chintamani,218858.0,Kattariguppa
Karnataka,Chikkaballapura,Gauribidanur,62576,IDAGUR,154562,BALAGERE,623196,Balagere,Chikkaballapura,Chikkaballapura.xls,80,623196.0,11-29-582-05595-623196,balagere,chikkaballapura,gauribidanur,218898.0,Idagur
Karnataka,Chikkaballapura,Chikballapur,62525,Poshottahalli,154133,BALAKUNTAHALLY,623600,Balakuntahalli,Chikkaballapura,Chikkaballapura.xls,81,623600.0,11-29-582-05596-623600,balakuntahalli,chikkaballapura,chikkaballapura,218844.0,Poshottahalli
Karnataka,Chikkaballapura,Bagepalli,62732,DEVARAGUDIPALLI,156012,BALAREDDIPALLI,623876,Balareddipalli,Chikkaballapura,Chikkaballapura.xls,82,623876.0,11-29-582-05598-623876,balareddipalli,chikkaballapura,bagepalli,218766.0,Devaragudipalli
Karnataka,Chikkaballapura,Chintamani,62556,YENIGADHELE,154432,BALAREDDY HALLY,624324,Balareddihalli,Chikkaballapura,Chikkaballapura.xls,83,624324.0,11-29-582-05600-624324,balareddihalli,chikkaballapura,chintamani,218879.0,Yenigadele
Karnataka,Chikkaballapura,Gauribidanur,62577,JARABANDANAHALLY,154567,BALAREDDYHALLY,623400,Balareddihalli,Chikkaballapura,Chikkaballapura.xls,84,623400.0,11-29-582-05595-623400,balareddihalli,chikkaballapura,gauribidanur,218899.0,Jarabandanahalli
Karnataka,Chikkaballapura,Sidlaghatta,62719,GANJIGUNTE,155883,BALEGOWDANAHALLI,624064,Balegowdanahalli,Chikkaballapura,Chikkaballapura.xls,85,624064.0,11-29-582-05599-624064,balegowdanahalli,chikkaballapura,sidlaghatta,219026.0,Ganjigunte
Karnataka,Chikkaballapura,Gudibanda,62600,BEECHAGANAHALLY,154725,BALENAHALLI,926148,BALENAHALLY(M),Chikkaballapura,Chikkaballapura.xls,86,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62721,J.VENKATAPURA,155908,BALUVANAHALLI,624270,Baluvanahalli,Chikkaballapura,Chikkaballapura.xls,87,624270.0,11-29-582-05599-624270,baluvanahalli,chikkaballapura,sidlaghatta,219043.0,Venkatapura
Karnataka,Chikkaballapura,Chintamani,62538,KAIWARA,154255,BANAHALLY,624622,Banahalli,Chikkaballapura,Chikkaballapura.xls,88,624622.0,11-29-582-05600-624622,banahalli,chikkaballapura,chintamani,218857.0,Kaiwara
Karnataka,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,155766,BANDAHALLI,624032,Bandahalli,Chikkaballapura,Chikkaballapura.xls,89,624032.0,11-29-582-05599-624032,bandahalli,chikkaballapura,sidlaghatta,272733.0,Talakayalabetta
Karnataka,Chikkaballapura,Chikballapur,62523,Muddena Halli,154108,BANDAHALLY,623610,Bandahalli,Chikkaballapura,Chikkaballapura.xls,90,623610.0,11-29-582-05596-623610,bandahalli,chikkaballapura,chikkaballapura,272729.0,Addagallu
Karnataka,Chikkaballapura,Chikballapur,299793,ADDAGALLU,153985,BANDAHALLY,623496,Bandahalli,Chikkaballapura,Chikkaballapura.xls,91,623496.0,11-29-582-05596-623496,bandahalli,chikkaballapura,chikkaballapura,218840.0,Muddena Halli
Karnataka,Chikkaballapura,Bagepalli,62729,BILLUR,155985,BANDAKINDAPALLI,623922,Bandakindapalli,Chikkaballapura,Chikkaballapura.xls,92,623922.0,11-29-582-05598-623922,bandakindapalli,chikkaballapura,bagepalli,218763.0,Billur
Karnataka,Chikkaballapura,Chintamani,299794,MINDIGAL,154369,BANDAKOTA,624442,Bandakote,Chikkaballapura,Chikkaballapura.xls,93,624442.0,11-29-582-05600-624442,bandakote,chikkaballapura,chintamani,272730.0,Mindigal
Karnataka,Chikkaballapura,Chikballapur,62525,Poshottahalli,154134,BANDAMMANAHALLY,623594,Bandammanahalli,Chikkaballapura,Chikkaballapura.xls,94,623594.0,11-29-582-05596-623594,bandammanahalli,chikkaballapura,chikkaballapura,218844.0,Poshottahalli
Karnataka,Chikkaballapura,Gudibanda,62600,BEECHAGANAHALLY,664495,BANDARLAHALLI,623763,Bandarlahalli,Chikkaballapura,Chikkaballapura.xls,95,623763.0,11-29-582-05597-623763,bandarlahalli,chikkaballapura,gudibanda,218917.0,Beechaganahally
Karnataka,Chikkaballapura,Chintamani,62536,Kurubur,154236,BANDARLAHALLY,624451,Bandarlahalli,Chikkaballapura,Chikkaballapura.xls,96,,,,,,,
Karnataka,Chikkaballapura,Bagepalli,62729,BILLUR,155983,BANDARLAPALLI,623932,Bandarlapalli,Chikkaballapura,Chikkaballapura.xls,97,623932.0,11-29-582-05598-623932,bandarlapalli,chikkaballapura,bagepalli,218763.0,Billur
Karnataka,Chikkaballapura,Chintamani,62558,KORLAPARTHI,154458,BANDENAAHLLY,624344,Bandenahalli,Chikkaballapura,Chikkaballapura.xls,98,624344.0,11-29-582-05600-624344,bandenahalli,chikkaballapura,chintamani,218861.0,Korlaparthi
Karnataka,Chikkaballapura,Sidlaghatta,62716,SADALI,699537,BANDHARALAHALLI,624217,BANDHARALAHALLI,Chikkaballapura,Chikkaballapura.xls,99,624217.0,11-29-582-05599-624217,bandappanahalli,chikkaballapura,sidlaghatta,219035.0,Melur
Karnataka,Chikkaballapura,Gauribidanur,62594,NAGARAGERE,154677,BANDRAHALLY,623284,Bandarlahalli,Chikkaballapura,Chikkaballapura.xls,100,623284.0,11-29-582-05595-623284,bandarlahalli,chikkaballapura,gauribidanur,218908.0,Nagaragere
Karnataka,Chikkaballapura,Chikballapur,62516,AJJAVARA,154052,BANNIPUPPE,623641,Bannikuppe,Chikkaballapura,Chikkaballapura.xls,101,623641.0,11-29-582-05596-623641,bannikuppe,chikkaballapura,chikkaballapura,218825.0,Ajjiwara
Karnataka,Chikkaballapura,Chintamani,62560,NADHIGANAHALLY,154473,BARLAHALLY,624501,Barlahalli,Chikkaballapura,Chikkaballapura.xls,102,624501.0,11-29-582-05600-624501,barlahalli,chikkaballapura,chintamani,218869.0,Nandiganahalli
Karnataka,Chikkaballapura,Sidlaghatta,62707,Y.HUNASENAHALLI,155787,BASANAPARTHI,624158,Basavanaparthi,Chikkaballapura,Chikkaballapura.xls,103,624158.0,11-29-582-05599-624158,basavanaparthi,chikkaballapura,sidlaghatta,219044.0,Y. Hunasenahalli
Karnataka,Chikkaballapura,Gauribidanur,62587,Bevinahalli,154630,BASAVANAHALLY,623369,Basavanahalli,Chikkaballapura,Chikkaballapura.xls,104,623369.0,11-29-582-05595-623369,basavanahalli,chikkaballapura,gauribidanur,218883.0,Bevinahalli
Karnataka,Chikkaballapura,Sidlaghatta,62709,MALAMACHANAHALLI,155803,BASAVAPATNA,624247,Basavapatna,Chikkaballapura,Chikkaballapura.xls,105,624247.0,11-29-582-05599-624247,basavapatna,chikkaballapura,sidlaghatta,219033.0,Malamachana Halli
Karnataka,Chikkaballapura,Gauribidanur,62579,Kallinayakanahalli,154582,BASAVAPURA,623374,Basavapura,Chikkaballapura,Chikkaballapura.xls,106,623374.0,11-29-582-05595-623374,basavapura,chikkaballapura,gauribidanur,218901.0,Kallinayakanahalli
Karnataka,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,154441,BASAVAPURA,624345,Amani Thimmasanikere,Chikkaballapura,Chikkaballapura.xls,107,624345.0,11-29-582-05600-624345,basavapura,chikkaballapura,chintamani,218849.0,Buradagunte
Karnataka,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,588376,BASAVAPURA,624345,Basavapura,Chikkaballapura,Chikkaballapura.xls,108,624345.0,11-29-582-05600-624345,basavapura,chikkaballapura,chintamani,218849.0,Buradagunte
Karnataka,Chikkaballapura,Sidlaghatta,62720,Basettyhalli,155892,BASETTIHALLI,624100,Basettihalli,Chikkaballapura,Chikkaballapura.xls,109,624100.0,11-29-582-05599-624100,basettihalli,chikkaballapura,sidlaghatta,219020.0,Basettyhalli
Karnataka,Chikkaballapura,Gudibanda,299796,DAPPARTI,154794,BATHALAHALLI,623722,Bathalahalli,Chikkaballapura,Chikkaballapura.xls,110,623722.0,11-29-582-05597-623722,bathalahalli,chikkaballapura,gudibanda,272732.0,Dapparti
Karnataka,Chikkaballapura,Chintamani,299794,MINDIGAL,154363,BATHALAHALLY,624427,Battalahalli,Chikkaballapura,Chikkaballapura.xls,111,624427.0,11-29-582-05600-624427,bathalapalli,chikkaballapura,chintamani,272730.0,Mindigal
Karnataka,Chikkaballapura,Chintamani,62542,OOLAVADI,154282,BATHALAHALLY,624652,Kambampalli,Chikkaballapura,Chikkaballapura.xls,112,624652.0,11-29-582-05600-624652,bathalahalli,chikkaballapura,chintamani,218868.0,Muragamalla
Karnataka,Chikkaballapura,Bagepalli,299792,POLINAYAKANAPALLI,156041,BATHALAPALLI,623916,Battalapalli,Chikkaballapura,Chikkaballapura.xls,113,623916.0,11-29-582-05598-623916,battalapalli,chikkaballapura,bagepalli,272728.0,Polinayakanapalli
Karnataka,Chikkaballapura,Bagepalli,62741,NALLAGUTTLAPALLI,156086,Bathalavarapalli,623993,Bathalavarapalli,Chikkaballapura,Chikkaballapura.xls,114,623993.0,11-29-582-05598-623993,bathalavarapalli,chikkaballapura,bagepalli,218775.0,Nallagutlapalli
Karnataka,Chikkaballapura,Chintamani,62533,Batlahalli,154206,BATLAHALLY,624392,Batlahalli,Chikkaballapura,Chikkaballapura.xls,115,624392.0,11-29-582-05600-624392,batlahalli,chikkaballapura,chintamani,218847.0,Batlahalli
Karnataka,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,664874,BATTALAPURA,624317,Kakarlachinte,Chikkaballapura,Chikkaballapura.xls,116,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62583,PURA,699972,BAYAMAKALAHALLY,623389,BAYAMAKALAHALLY,Chikkaballapura,Chikkaballapura.xls,117,623389.0,11-29-582-05595-623389,rayamakalahalli,chikkaballapura,gauribidanur,251978.0,Gauribidanur
