dept,dept_clean,grant_dept,grant_dept_clean,corp,corp_clean,project,project_clean,est_date,est_date_clean,district,district_clean,district_code,taluk,taluk_clean,constituency,constituency_clean,gram_panchayat,gram_panchayat_clean,village,village_clean,habitation,habitation_clean,maintenance_agency,maintenance_agency_clean,op_duration,op_duration_clean,op_duration_from,op_duration_to,rr_no,rr_no_clean,latitude,latitude_clean,longitude,longitude_clean,water_source,water_source_clean,water_source_code,borewell_capacity,borewell_capacity_clean,borewell_capacity_code,unit_capacity,unit_capacity_clean,unit_capacity_code,cost_unit,cost_unit_clean,cost_unit_code,civil_work_details,civil_work_details_clean,cost_civil_work,cost_civil_work_clean,cost_civil_work_code,cost_other_work,cost_other_work_clean,cost_other_work_code,tender_called,tender_called_clean,tender_called_code,maint_agreement,maint_agreement_clean,maint_agreement_code,maint_duration,maint_duration_clean,maint_duration_code,num_bidders,num_bidders_clean,num_bidders_code,install_contract,install_contract_clean,install_contract_code,agency_details,agency_details_clean,accreditation,accreditation_clean,accreditation_code,shutdown_reason,shutdown_reason_clean,num_repairs,num_repairs_clean,num_repairs_code,repair_time_hrs,repair_time_hrs_clean,repair_time_hrs_code,elec_conn_month,elec_conn_month_clean,remarks,remarks_clean,missing_count,corrupted_vars_list,flag_combined,flag_comma_split,flag_decimal_space,flag_six_numbers
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nambihalli,Nambihalli,Vartanahalli,Vartanahalli,Vartanahalli,Vartanahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Beedaganapalli,Beedaganapalli,Beedaganapalli,Beedaganapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Chakapalli,Chakapalli,Chakapalli,Chakapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Chikkarangepalli,Chikkarangepalli,Chikkarangepalli,Chikkarangepalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Doddabandaralahalli,Doddabandaralahalli,Doddabandaralahalli,Doddabandaralahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Jodikothapalli,Jodikothapalli,Jodikothapalli,Jodikothapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Nelavanki,Nelavanki,Nambuvaripalli (Goravimakalapalli),Nambuvaripalli (Goravimakalapalli),Nambuvaripalli (Goravimakalapalli),Nambuvaripalli (Goravimakalapalli),,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,Jonnapalli,Jonnapalli,Jonnapalli,Jonnapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Rayalpad,Rayalpad,Ammagaripete,Ammagaripete,Ammagaripete,Ammagaripete,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Rayalpad,Rayalpad,Manjevaripalli,Manjevaripalli,Manjevaripalli,Manjevaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Rayalpad,Rayalpad,R. Gollapalli (Madirankapalli),R. Gollapalli (Madirankapalli),R. Gollapalli (Madirankapalli),R. Gollapalli (Madirankapalli),,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Rayalpad,Rayalpad,S. Jeedamakalapalli,S. Jeedamakalapalli,S. Jeedamakalapalli,S. Jeedamakalapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Ronur,Ronur,Locheruvapalli,Locheruvapalli,Locheruvapalli,Locheruvapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Thadigol,Thadigol,Kurumakalahalli,Kurumakalahalli,Kurumakalahalli,Kurumakalahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Thadigol,Thadigol,Seegalapalya,Seegalapalya,Seegalapalya,Seegalapalya,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yarramvaripalli,Yarramvaripalli,Baltamari,Baltamari,Baltamari,Baltamari,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yarramvaripalli,Yarramvaripalli,Bhogamvaripalli (Kaasipalli),Bhogamvaripalli (Kaasipalli),Bhogamvaripalli (Kaasipalli),Bhogamvaripalli (Kaasipalli),,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yarramvaripalli,Yarramvaripalli,Kempareddygaripalli,Kempareddygaripalli,Kempareddygaripalli,Kempareddygaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yarramvaripalli,Yarramvaripalli,Mudivaripalli,Mudivaripalli,Mudivaripalli,Mudivaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yeldur,Yeldur,Hosahalli,Hosahalli,Hosahalli,Hosahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yeldur,Yeldur,Seegahalli,Seegahalli,Seegahalli,Seegahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yeldur,Yeldur,Yeldur-2,Yeldur-2,Yeldur-2,Yeldur-2,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-63,KRIDL-63,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Gownipalli,Gownipalli,Yagavapapasettypalli,Yagavapapasettypalli,Yagavapapasettypalli,Yagavapapasettypalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Hodali,Hodali,Chokkanahalli,Chokkanahalli,Chokkanahalli,Chokkanahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Kolathur,Kolathur,Pindiganagara,Pindiganagara,Pindiganagara,Pindiganagara,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Kurgepalli,Kurgepalli,Vangasavaripalli,Vangasavaripalli,Vangasavaripalli,Vangasavaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Kurgepalli,Kurgepalli,Yadaganapalli,Yadaganapalli,Yadaganapalli,Yadaganapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Lakshmipura,Lakshmipura,Kondasandra,Kondasandra,Kondasandra,Kondasandra,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,Banalapalli,Banalapalli,Banalapalli,Banalapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,Gangannagaripalli,Gangannagaripalli,Gangannagaripalli,Gangannagaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,Machhuvaripalli,Machhuvaripalli,Machhuvaripalli,Machhuvaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,Pandivaripalli,Pandivaripalli,Pandivaripalli,Pandivaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Pulagurakote,Pulagurakote,S. Gollapalli,S. Gollapalli,S. Gollapalli,S. Gollapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Ronur,Ronur,Chokkareddipalli,Chokkareddipalli,Chokkareddipalli,Chokkareddipalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Thadigol,Thadigol,Gullakunte,Gullakunte,Gullakunte,Gullakunte,,,,,,,,,,,,,Borewell,borewell,borewell,,,,1000 LPH,1000,1000,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Thadigol,Thadigol,K. Kurappalli,K. Kurappalli,K. Kurappalli,K. Kurappalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Yarramvaripalli,Yarramvaripalli,Kandlevaripalli,Kandlevaripalli,Kandlevaripalli,Kandlevaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,,,,,,,,,,,,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,KRIDL-69,KRIDL-69,YES,yes,yes,,,,,,,,,,,,,20,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Addagal,Addagal,A. Vyapalapallli,A. Vyapalapallli,A. Vyapalapallli,A. Vyapalapallli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Addagal,Addagal,Thimmanapalli,Thimmanapalli,Thimmanapalli,Thimmanapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Addagal,Addagal,Thummalavaripalli,Thummalavaripalli,Thummalavaripalli,Thummalavaripalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Arikunte,Arikunte,Dodamaladoddi,Dodamaladoddi,Dodamaladoddi,Dodamaladoddi,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Arikunte,Arikunte,Kambalapalli,Kambalapalli,Kambalapalli,Kambalapalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Arikunte,Arikunte,M. Kothur,M. Kothur,M. Kothur,M. Kothur,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Arikunte,Arikunte,Maniganahalli,Maniganahalli,Maniganahalli,Maniganahalli,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
RWS,RWS,RDWS & SD,RDWS & SD,,,,,2016-17,2016-17,KOLAR,kolar,kolar,SRINIVASAPURA,SRINIVASAPURA,,,Arikunte,Arikunte,Neelatur,Neelatur,Neelatur,Neelatur,,,,,,,,,,,,,Borewell,borewell,borewell,,,,500 LPH,500,500,850000,850000,850000,PUF CABIN,puff cabin,400000,400000,400000,450000,450000,450000,YES,yes,yes,YES,yes,yes,,,,,,,NO,no,no,"M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678","M/s Neutech Solar System Pvt Ltd, No.5, B.M.Shankarappa Industrial Estate, Sunkadakatte, Bangalore-91, Suresh Kumar, Ph.No. - 7022288678",YES,yes,yes,,,,,,,,,,,,,16,,0,0,0,0
