match_score,match_method,jjm_village,lgd_village,shrug_village,shrug_place,jjm_district,shrug_district,jjm_block,shrug_subdistrict,jjm_panchayat,jjm_village_id,lgd_village_id,jjm_panchayat_id,shrid2
88.88888888888889,strict_fuzzy,Bala,Bala (OG),balpa,balpa,Dakshina Kannada,dakshina kannada,Mangaluru,sulya,Bala,671256,617523,61549,11-29-575-05565-617782
100.0,strict_fuzzy,Agasanakatte,Agasanakatte,agasanakatte,agasanakatte,Davangere,davanagere,Davanagere,davanagere,Iguru,167328,606542,64663,11-29-567-05512-606624
100.0,strict_fuzzy,Basavapura,Basavapura,basavapura,basavapura,Davangere,davanagere,Channagiri,jagalur,Channeshapura,167563,606909,64722,11-29-567-05511-606451
100.0,strict_fuzzy,Guddada Kumaranaha Halli,Komaranahalli,komaranahalli,komaranahalli,Davangere,davanagere,Channagiri,harihar,Guddada Kumaranahalli,167488,607066,64698,11-29-567-05509-606239
100.0,strict_fuzzy,Hanumanahalli,Hanumanahalli,hanumanahalli,hanumanahalli,Davangere,davanagere,Davanagere,davanagere,Kurki,167410,606669,64676,11-29-567-05512-606660
90.9090909090909,strict_fuzzy,Karalahalli,Karalahalli,haralahalli,haralahalli,Davangere,davanagere,Harihara,harihar,Sarati,167920,606271,64796,11-29-567-05509-606248
100.0,strict_fuzzy,Kolamaghatta,Kamalapura,kamalapura,kamalapura,Davangere,davanagere,Jagalur,harihar,Pallagatte,586897,910406,64875,11-29-567-05509-606210
100.0,strict_fuzzy,Lingapura,Lingapura,lingapura,lingapura,Davangere,davanagere,Davanagere,honnali,Iguru,167326,606608,64663,11-29-567-05513-606870
100.0,strict_fuzzy,Rangapura Thanda,Rangapura,rangapura,rangapura,Davangere,davanagere,Channagiri,jagalur,Garaga,167604,607112,64733,11-29-567-05511-606483
100.0,strict_fuzzy,Siddapura,Siddapura,siddapura,siddapura,Davangere,davanagere,Channagiri,honnali,Lingadahalli,167609,606937,64735,11-29-567-05513-606716
100.0,strict_fuzzy,Yekkegondi,Yakkegondi,yakkegondi,yakkegondi,Davangere,davanagere,Channagiri,harihar,Siddanamatha,167555,606936,64720,11-29-567-05509-606258
94.73684210526316,strict_fuzzy,Channapattana,Shirahatti (Rural),,shirhatti,Gadag,gadag,Shirahatti,shirhatti,Magadi,662140,602095,64403,11-29-561-05471-803080
87.5,strict_fuzzy,Hosahalli,HOSAHALLI,hosalli,hosalli,Gadag,gadag,Gadag,ron,Kurtakoti,588430,924604,64392,11-29-561-05469-601950
94.73684210526316,strict_fuzzy,B.katihalli,B.Kattihalli (OG),katihalli,katihalli,Hassan,hassan,Hassan,alur,B.katihalli,152693,616230,62299,11-29-574-05557-616401
85.71428571428572,strict_fuzzy,Doddamandignahalli,Doddamandiganahalli (OG),doddabaganahalli,doddabaganahalli,Hassan,hassan,Hassan,hassan,Kandali,152718,616232,62302,11-29-574-05556-616024
87.5,strict_fuzzy,Kallusadarahalli,Kallu Sadarahalli,kalludevarahalli,kalludevarahalli,Hassan,hassan,Arsikere,hassan,Kallugundi,151303,615603,62176,11-29-574-05556-615884
100.0,strict_fuzzy,Koranahalli,Korenahalli,korenahalli,korenahalli,Hassan,hassan,Arsikere,channarayapatna,Kachighatta,151374,615556,62181,11-29-574-05560-617419
100.0,strict_fuzzy,Lakshmisagar,LAKSHMISAGARA(KASABA),lakshmisagara,lakshmisagara,Hassan,hassan,Hassan,hassan,B.katihalli,152696,939319,62299,11-29-574-05556-616068
86.66666666666667,strict_fuzzy,Mosalehosahalli,MOSALEHOSAHALLI,moole hosahalli,moole hosahalli,Hassan,hassan,Hassan,arkalgud,MOSALEHOSAHALLI,152767,926830,62306,11-29-574-05558-616752
88.88888888888889,strict_fuzzy,Yareborekaval,EREBOREKAVAL,karebore kaval,karebore kaval,Hassan,hassan,Hassan,hassan,Hanumanthapura,152734,938891,62303,11-29-574-05556-615960
100.0,strict_fuzzy,ALLAPUR,Allapur (H),allapur,allapur,Kalaburagi,gulbarga,Aland,chincholi,MOGHA (K),149367,620040,299674,11-29-579-05583-620423
90.9090909090909,strict_fuzzy,Bhogalingadalli,BOMMANAHALLI,bomanhalli,bomanhalli,Kalaburagi,gulbarga,Chincholi,aland,Ainolli,149469,938551,61840,11-29-579-05580-620074
85.71428571428572,strict_fuzzy,Kotnoor (d),Kotnoor Darwesh (OG),kutnoor,kutnoor,Kalaburagi,gulbarga,Kalaburagi,jevargi,Nandikoor,589686,620322,61934,11-29-579-05586-620750
87.5,strict_fuzzy,Kottapalli,Kompalli,sompalli,sompalli,Kalaburagi,gulbarga,Sedam,sedam,Mudhol,665173,620568,61984,11-29-579-05584-620505
85.71428571428572,strict_fuzzy,Kusnoor,Kusnoor (Part),kupnoor,kupnoor,Kalaburagi,gulbarga,Kalaburagi,chincholi,Kusnoor,149760,620266,61932,11-29-579-05583-620447
90.0,strict_fuzzy,NAGARALLI,Nagarhalli,naganhalli,naganhalli,Kalaburagi,gulbarga,Yadrami,gulbarga,MALLI,149881,620833,61958,11-29-579-05582-620267
100.0,strict_fuzzy,Sangapur,Sangam[K],sangapur,sangapur,Kalaburagi,gulbarga,Chincholi,chincholi,Venktapur,149482,620441,61849,11-29-579-05583-620358
92.3076923076923,strict_fuzzy,ATHUR,BELLURU,bellur,bellur,Kodagu,kodagu,Kushalanagar,virajpet,GUDDEHOSUR,153485,923974,62416,11-29-576-05568-618068
90.9090909090909,strict_fuzzy,ATHUR,ATHUR,hathur,hathur,Kodagu,kodagu,Ponnampet,virajpet,HATHUR,701118,924053,62453,11-29-576-05568-618041
90.0,strict_fuzzy,Chennapura,CHENNAPURA,channapura,channapura,Kodagu,kodagu,Somvarpet,somvarpet,Gowdalli,153426,938979,62401,11-29-576-05567-617905
100.0,strict_fuzzy,GONIKOPPA,Gonikoppal (CT),,gonikoppal,Kodagu,kodagu,Ponnampet,virajpet,Gonikoppal,153632,910319,62469,11-29-576-05568-618089
88.88888888888889,strict_fuzzy,HULUGUNDA,HULUGUNDA,halugunda,halugunda,Kodagu,kodagu,Kushalanagar,virajpet,0,661848,923999,0,11-29-576-05568-618018
85.71428571428572,strict_fuzzy,KOTTURU,KOTTURU,kitturu,kitturu,Kodagu,kodagu,Madikeri,somvarpet,0,661743,923893,0,11-29-576-05567-617888
90.0,strict_fuzzy,MUGUTAGERI,MUGUTAGERI,mugatageri,mugatageri,Kodagu,kodagu,Ponnampet,virajpet,PONNAMPET,153578,924029,62468,11-29-576-05568-618065
94.11764705882352,strict_fuzzy,Yadavanadu Forest 1,YADAVANADU (EDAVARE majare Iguru),yedavanadu forest-2,yedavanadu forest-2,Kodagu,kodagu,Somvarpet,somvarpet,Aigur,153466,923921,62410,11-29-576-05567-617949
90.9090909090909,strict_fuzzy,GANGA SANDRA,Gangasandra,mangasandra,mangasandra,Kolar,kolar,Malur,kolar,MASTHI,155165,622160,62646,11-29-581-05591-621857
100.0,strict_fuzzy,Kurubarahalli,Kurubarahalli,kurubarahalli,kurubarahalli,Kolar,kolar,Mulbagal,srinivaspur,Hanumanahalli,665098,623023,62685,11-29-581-05590-621678
91.66666666666666,strict_fuzzy,PARANDAHALLI,Parandahalli(Part),barandahalli,barandahalli,Kolar,kolar,K G F,kolar,PARANDAHALLI,153731,622755,62483,11-29-581-05591-622010
96.0,strict_fuzzy,THAMENAHALLI,Thammenahalli,thammenhalli,thammenhalli,Kolar,kolar,Bangarapet,bangarapet,Chinna Kota,153642,622550,62474,11-29-581-05593-622662
86.66666666666667,strict_fuzzy,THIPPABOYENAHALLI,Thippaboyenahalli,thippenahalli,thippenahalli,Kolar,kolar,K G F,kolar,0,589757,622733,0,11-29-581-05591-621754
100.0,strict_fuzzy,VENKATAPURA,VENKATAPURA,venkatapura,venkatapura,Kolar,kolar,Malur,kolar,K.G.HALLI,694232,621685,62665,11-29-581-05591-621859
100.0,strict_fuzzy,Addi Halli,ADDIHALLI,addihalli,addihalli,Mandya,mandya,Nagamangala,nagamangala,DODDABALA,157425,613798,62948,11-29-573-05547-613805
86.95652173913044,strict_fuzzy,Bedadahalli,BEDADAHALLY,bettadahalli,bettadahalli,Mandya,mandya,Krishnarajpet,nagamangala,Bharathipura Cross,156635,926860,62795,11-29-573-05547-613779
85.71428571428572,strict_fuzzy,Bookahallikoppalu,BUKAHALLIKOPPALU,kallikoppalu,kallikoppalu,Mandya,mandya,Krishnarajpet,shrirangapattana,Ganjigere,156778,613674,62811,11-29-573-05549-614239
85.71428571428572,strict_fuzzy,Chikkebagilu,CHIKKEBBAGILU,chikka abbagilu,chikka abbagilu,Mandya,mandya,Malvalli,malavalli,Purigali,156973,614833,62864,11-29-573-05552-614832
86.48648648648648,strict_fuzzy,Devegowdanakoppalu,DEVEGOWDANAKOPPALU,doddegowdanakoppalu,doddegowdanakoppalu,Mandya,mandya,Pandavapura,shrirangapattana,Chikkade,157718,614185,62977,11-29-573-05549-614218
100.0,strict_fuzzy,Doddena Halli,Doddenahalli,doddenahalli,doddenahalli,Mandya,mandya,Nagamangala,nagamangala,GONDENAHALLI,157385,613856,62944,11-29-573-05547-613778
100.0,strict_fuzzy,Gowdara Halli,Gowdarahalli,gowdarahalli,gowdarahalli,Mandya,mandya,Nagamangala,nagamangala,Hulikere,157437,613742,287959,11-29-573-05547-613847
95.65217391304348,strict_fuzzy,Jodi Vaddara Halli,VADDARAHALI,vaddarahalli,vaddarahalli,Mandya,mandya,Nagamangala,krishnarajpet,HONAKERE,157610,614036,62962,11-29-573-05546-613390
100.0,strict_fuzzy,Kadampura,Kaggalipura,kaggalipura,kaggalipura,Mandya,mandya,Malvalli,malavalli,D.halasahalli,157054,614732,62882,11-29-573-05552-614839
90.9090909090909,strict_fuzzy,M.hosur,HOSURU,hosur,hosur,Mandya,mandya,Krishnarajpet,nagamangala,Haralahalli,156723,926878,62804,11-29-573-05547-613803
91.66666666666666,strict_fuzzy,Vijaya Hosalli,Kanchahalli,kanchanahalli,kanchanahalli,Mandya,mandya,Krishnarajpet,nagamangala,Bookanakere,156563,613647,62788,11-29-573-05547-613687
100.0,strict_fuzzy,Alanahally,Alanahalli (OG),alanahalli,alanahalli,Mysuru,mysore,Mysuru,piriyapatna,Alanahalli,665697,618836,63135,11-29-577-05569-618238
100.0,strict_fuzzy,B.shettahalli,Settahalli,settahalli,settahalli,Mysuru,mysore,Tirumakudal-narsipur,hunsur,B.shettahalli,159029,619431,63227,11-29-577-05570-618368
100.0,strict_fuzzy,Beernahalli,Beeranahalli,beeranahalli,beeranahalli,Mysuru,mysore,Krishnarajanagara,hunsur,Hebbalu,158370,618590,63088,11-29-577-05570-618373
100.0,strict_fuzzy,Chowdahalli,Chowdahalli,chowdahalli,chowdahalli,Mysuru,mysore,Heggadadevankote,mysore,Thumbasoge,157885,619120,63019,11-29-577-05572-618737
100.0,strict_fuzzy,Hirehalli,Hirehalli,hirehalli,hirehalli,Mysuru,mysore,Heggadadevankote,heggadadevankote,Hirehalli,157896,619016,63021,11-29-577-05573-618872
100.0,strict_fuzzy,Hosakote,Hosakote,hosakote,hosakote,Mysuru,mysore,Mysuru,hunsur,Gungaralachathra,158548,618688,63129,11-29-577-05570-618351
100.0,strict_fuzzy,Kallahalli,Kallahalli,kallahalli,kallahalli,Mysuru,mysore,Nanjangud,hunsur,Deburu,158692,619167,63169,11-29-577-05570-618342
100.0,strict_fuzzy,Karlapura,Karlapura,karlapura,karlapura,Mysuru,mysore,Nanjangud,nanjangud,Deviramanahalli,158687,619169,63168,11-29-577-05574-619255
88.88888888888889,strict_fuzzy,Koorgally,Hutagalli (CT),,koorgalli,Mysuru,mysore,Mysuru,mysore,Koorgally,158464,618827,63109,11-29-577-05572-618826
100.0,strict_fuzzy,Madapura,MADHAPURA,madapura,madapura,Mysuru,mysore,Mysuru,hunsur,Varuna,158482,618807,63115,11-29-577-05570-618316
100.0,strict_fuzzy,Muddanahalli,Muddanahalli *,muddanahalli,muddanahalli,Mysuru,mysore,Piriyapatna,heggadadevankote,Panchavlli,158862,618291,63198,11-29-577-05573-618970
95.65217391304348,strict_fuzzy,Rammanahally,Ramanahalli,rammanahalli,rammanahalli,Mysuru,mysore,Mysuru,mysore,Rammanahally,158472,618685,63112,11-29-577-05572-618728
88.88888888888889,strict_fuzzy,Vadderahosahalli Jungle,Vaderahosahalli Jungle,veeranahosahalli jungle,veeranahosahalli jungle,Mysuru,mysore,Piriyapatna,hunsur,Chikkanerale,158939,618174,63205,11-29-577-05570-618399
85.71428571428572,strict_fuzzy,BANDIGANAHALLI,Bandiganahalli,manniganahalli,manniganahalli,RAMANAGARA,ramanagara,Kanakapura,magadi,DODDAMUDAVADI,143085,626363,59982,11-29-584-05605-625850
100.0,strict_fuzzy,BOODIGUPPE,Kanakapura (Rural),,kanakapura,RAMANAGARA,ramanagara,Kanakapura,kanakapura,BUDIGUPPE,142975,626469,59962,11-29-584-05608-803240
94.11764705882352,strict_fuzzy,RAMASAGARA,YAREHALLI,arehalli,arehalli,RAMANAGARA,ramanagara,Kanakapura,ramanagara,KOLLIGANAHALLI,665574,626588,59961,11-29-584-05606-626071
85.71428571428572,strict_fuzzy,AGAPUR (D),AGAPUR (D),rangapur,rangapur,Raichur,raichur,Raichur,raichur,Baidoddi,696055,600788,63350,11-29-559-05461-600735
85.71428571428572,strict_fuzzy,Kurdi Cros Camp,Kumdhal,kamdhal,kamdhal,Raichur,raichur,Manvi,devadurga,Kurdi,160016,601027,63340,11-29-559-05460-600626
90.9090909090909,strict_fuzzy,N.HOSUR,Hosur.N,hosur,hosur,Raichur,raichur,Sirawara,lingsugur,MALLAT,159849,600959,63323,11-29-559-05459-600480
85.71428571428572,strict_fuzzy,Anjanapura,Anjanapura,anandapuram,anandapuram,Shivamogga,shimoga,Shikarpur,sagar,Harogoppa,644107,607842,63527,11-29-568-05515-607292
86.66666666666667,strict_fuzzy,Chikkakoralahalli,Chikkoralahalli,hirekoralahalli,hirekoralahalli,Shivamogga,shimoga,Shikarpur,shikarpur,Harogoppa,665440,607844,63527,11-29-568-05517-607843
92.3076923076923,strict_fuzzy,Halakuni,HALKUNI,alkuni,alkuni,Shivamogga,shimoga,Shivamogga,shimoga,TUPPURU,161254,917445,300011,11-29-568-05520-608303
88.88888888888889,strict_fuzzy,Haroguttige,HAREGOPPA,harogoppa,harogoppa,Shivamogga,shimoga,Sagar,sagar,Keladi,160900,925036,63479,11-29-568-05515-607211
94.73684210526316,strict_fuzzy,Hole Koppa,Halekoppa,holekoppa,holekoppa,Shivamogga,shimoga,Sorab,sorab,Jade,665880,607398,63595,11-29-568-05516-607636
100.0,strict_fuzzy,Hosur,Hosuru,hosur,hosur,Shivamogga,shimoga,Shivamogga,sagar,Agasavalli,665771,608315,63562,11-29-568-05515-607273
100.0,strict_fuzzy,Kerodi,KERODII,kerodi,kerodi,Shivamogga,shimoga,Sagar,sagar,Nadakalasi,160937,925367,63495,11-29-568-05515-607207
90.9090909090909,strict_fuzzy,Mandagalale,MANDAGALALE,manjagalale,manjagalale,Shivamogga,shimoga,Sagar,hosanagara,Kanle,665411,926087,63497,11-29-568-05518-608014
100.0,strict_fuzzy,Mullakere,MULLUKERE,mullakere,mullakere,Shivamogga,shimoga,Shivamogga,sagar,Hosahalli,161296,925131,63570,11-29-568-05515-607224
100.0,strict_fuzzy,Padavagodu,PADAVAGODUU,padavagodu,padavagodu,Shivamogga,shimoga,Sagar,sagar,Padavagodu,160903,925366,63490,11-29-568-05515-607205
100.0,strict_fuzzy,Sannamane,SANNAMANE,sannamane,sannamane,Shivamogga,shimoga,Sagar,sorab,Herenelluru,665407,925024,63503,11-29-568-05516-607632
85.71428571428572,strict_fuzzy,Varadikoppa,Varadikoppa,aralikoppa,aralikoppa,Shivamogga,shimoga,Sorab,sagar,Jade,161420,607401,63595,11-29-568-05515-607330
88.0,strict_fuzzy,BANTARAHALLI,Bantarahalli,bhattarahalli,bhattarahalli,TUMAKURU,tumkur,Turuvekere,chiknayakanhalli,KONDAJJI,588550,612308,63971,11-29-571-05532-610100
88.0,strict_fuzzy,BRAMHASAMUDRA,Brahmasamudra,brahmasandra,brahmasandra,TUMAKURU,tumkur,Madhugiri,tumkur,BRAMHASAMUDRA,163221,610891,63813,11-29-571-05537-611336
100.0,strict_fuzzy,BYRAPURA,Byrapura,byrapura,byrapura,TUMAKURU,tumkur,Madhugiri,chiknayakanhalli,KALIDEVAPURA,586142,610930,63807,11-29-571-05532-610129
85.71428571428572,strict_fuzzy,CHIGARANAHALLI,Chigaranahalli,thigalanahalli,thigalanahalli,TUMAKURU,tumkur,Koratagere,chiknayakanhalli,HANCHIHALLI,588560,611091,63741,11-29-571-05532-610246
100.0,strict_fuzzy,CHIKKAHALLY,Chikkahalli,chikkahalli,chikkahalli,TUMAKURU,tumkur,Pavagada,tumkur,Chikkahalli,163397,610522,63839,11-29-571-05537-611400
100.0,strict_fuzzy,DASIHALLI,Dasihalli,dasihalli,dasihalli,TUMAKURU,tumkur,Chiknayakanhalli,chiknayakanhalli,Mathighatta,162138,610205,63690,11-29-571-05532-610080
100.0,strict_fuzzy,DODDENAHALLI,Doddenahalli,doddenahalli,doddenahalli,TUMAKURU,tumkur,Madhugiri,pavagada,SINGANAHALLI,163204,610917,63810,11-29-571-05534-610546
93.75,strict_fuzzy,HARAGONDAHAHALLI,Harogondanahalli,harigondanahalli,harigondanahalli,TUMAKURU,tumkur,Chiknayakanhalli,turuvekere,0,162108,610173,0,11-29-571-05540-612279
90.9090909090909,strict_fuzzy,K.G.THIPPAPURA,K.G.Thippapura,thippapura,thippapura,TUMAKURU,tumkur,Madhugiri,madhugiri,GANJALAGUNTE,586141,610815,63797,11-29-571-05535-610881
100.0,strict_fuzzy,LAKSHMIPURA,Lakshmipura,lakshmipura,lakshmipura,TUMAKURU,tumkur,Madhugiri,chiknayakanhalli,Reddyhalli,163244,610822,63816,11-29-571-05532-610051
91.66666666666666,strict_fuzzy,MARALENAHALLI,MARALENAHALLI,malenahalli,malenahalli,TUMAKURU,tumkur,Tumakuru,koratagere,OORKERE,164060,938653,63937,11-29-571-05536-611136
85.71428571428572,strict_fuzzy,MUDLAHALLI,Mudlahalli,gundlahalli,gundlahalli,TUMAKURU,tumkur,Gubbi,pavagada,Allilughatta,594555,611664,63702,11-29-571-05534-610646
100.0,strict_fuzzy,NARASIPURA,Narasipura,narasipura,narasipura,TUMAKURU,tumkur,Sira,tumkur,0,163532,610298,0,11-29-571-05537-611355
100.0,strict_fuzzy,ROPPA,Pavagada (Rural),,pavagada,TUMAKURU,tumkur,Pavagada,pavagada,Ryapa,163359,610635,63832,11-29-571-05534-803154
100.0,strict_fuzzy,SIRA RURAL,Sira (Rural),,sira,TUMAKURU,tumkur,Sira,sira,Bhuvanahalli,163579,610386,63878,11-29-571-05533-803153
90.0,strict_fuzzy,Borangudde (a),Borangudde,borangudda,borangudda,Uttara Kannada,uttara kannada,Mundgod,mundgod,Malagi,165115,603061,64110,11-29-563-05482-603092
90.0,strict_fuzzy,Holanagadde,Holanagadde(Part),honagadde,honagadde,Uttara Kannada,uttara kannada,Kumta,yellapur,Holangadde,165015,603436,64095,11-29-563-05481-602906
90.9090909090909,strict_fuzzy,HANUMASAGAR,HANUMASAGAR,hanumanagar,hanumanagar,VIJAYAPURA,bijapur,BABALESHWAR,indi,KAMBAGI,697270,599131,60970,11-29-557-05450-599198
93.33333333333333,strict_fuzzy,INGALAGI,Ingalagi,ingalgi,ingalgi,VIJAYAPURA,bijapur,Muddebihal,indi,BIJJUR,146267,599673,61042,11-29-557-05450-599259
100.0,strict_fuzzy,TIKOTA,TIKOTA,tikota,tikota,VIJAYAPURA,bijapur,Vijayapura,bijapur,TIKOTA,146110,939739,60989,11-29-557-05449-599056
94.11764705882352,strict_fuzzy,BACHIGUNDANAHALLI 2,CHILUGODU,bachigondanahalli,bachigondanahalli,Vijayanagar,bellary,HAGARIBOMMANAHALLI,hagaribommanahalli,BACHIGUNDANAHALLI,144888,924267,60616,11-29-565-05497-604659
88.88888888888889,strict_fuzzy,KADLEBALU,BYALALU,kadlabalu,kadlabalu,Vijayanagar,bellary,HAGARIBOMMANAHALLI,hagaribommanahalli,KADLEBALU,144899,926648,60621,11-29-565-05497-604668
96.96969696969697,strict_fuzzy,SEETHARAM THANDA,Seetharama Thanda,seetharama tanda,seetharama tanda,Vijayanagar,bellary,Hosapete,hospet,SEETHARAMA THANDA,144976,941959,60646,11-29-565-05498-604735
