state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,shrid_last6
Karnataka,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,664874,BATTALAPURA,624317,Kakarlachinte,Chikkaballapura,Chikkaballapura.xls,116,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62602,Varlakonda,664505,BHATHALAHALLY,926178,BHATHALAHALLY(M),Chikkaballapura,Chikkaballapura.xls,134,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62532,Upparapet,665043,BINGANAHALLI,925621,BINGANAHALLI,Chikkaballapura,Chikkaballapura.xls,142,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62719,GANJIGUNTE,155890,BRAHMANARAHALLY,926195,BRAMHANARAHALLI,Chikkaballapura,Chikkaballapura.xls,173,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,155748,BUDUGAVARAHALLI,917253,BUDAGAVARAHALLI,Chikkaballapura,Chikkaballapura.xls,176,,,,,,,,
Karnataka,Chikkaballapura,Chikballapur,62522,Nandi,154100,BYARANAYAKANAHALLI,939386,BAIRANAYAKANAHALLI.,Chikkaballapura,Chikkaballapura.xls,188,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62704,DIBBURAHALLI,155756,CHANDAGANAHALLI,925947,CHANDAGANAHALLI,Chikkaballapura,Chikkaballapura.xls,205,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62563,Chikkakurugodu,665620,CHANNABYRENAHALLY,623386,Chennabyrenahalli,Chikkaballapura,Chikkaballapura.xls,209,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62532,Upparapet,665045,CHIKKAKONDRAHALLI,925623,CHIKKAKONDRAHALLI,Chikkaballapura,Chikkaballapura.xls,239,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62589,MELYA,664989,CHITTAVALAHALLI,925729,CHITTAVALAHALLY,Chikkaballapura,Chikkaballapura.xls,267,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62565,D.PALYA,594771,DASARENAHALLY,623360,Dasarahalli,Chikkaballapura,Chikkaballapura.xls,290,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,664966,DASARLAHALLI,926203,DASARLAHALLI,Chikkaballapura,Chikkaballapura.xls,291,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62573,HALEHALLY,664995,DEVARAKODAHHALLI,925692,DEVARAKONDAHALLY,Chikkaballapura,Chikkaballapura.xls,301,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62529,PEDDUR,664984,DIGAVAKOTE,925610,DIGAVAKOTE,Chikkaballapura,Chikkaballapura.xls,328,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62589,MELYA,665003,DINNEHUNASENAHALLI,925730,DINNEHUNASENAHALLY,Chikkaballapura,Chikkaballapura.xls,334,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62600,BEECHAGANAHALLY,154721,GANDAMNAGENAHAIIY,926149,GANDAMNAGENAHALLY(M),Chikkaballapura,Chikkaballapura.xls,378,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62606,HAMPASANDRA,664513,GARUDACHARLAHALLY,925928,GARUDACHARLAHALLY,Chikkaballapura,Chikkaballapura.xls,390,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62603,SOMENAHALLI,154772,GUNDLAHALLI,926163,GUNDLAHALLY(M),Chikkaballapura,Chikkaballapura.xls,446,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62561,Yagavakote,154485,GUNTHUR GADDE,624453,Gurralagadde,Chikkaballapura,Chikkaballapura.xls,453,,,,,,,,
Karnataka,Chikkaballapura,Chikballapur,62520,AGALAGURKI,154090,JADALATHIMMANAHALLY,623550,Jadalathimmanahalli,Chikkaballapura,Chikkaballapura.xls,543,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62589,MELYA,665036,JAGAREDDYHALLI,925731,JAGAREDDTHALLY,Chikkaballapura,Chikkaballapura.xls,545,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62577,JARABANDANAHALLY,154563,JARABANDANAHALLY,623238,Jarabandahalli,Chikkaballapura,Chikkaballapura.xls,555,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62573,HALEHALLY,665044,KADACHIKKANAHALLI,925694,KADACHIKKANAHALLY,Chikkaballapura,Chikkaballapura.xls,588,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62587,Bevinahalli,154629,KAMBALAHALLY,925646,KAMBALAHALLY,Chikkaballapura,Chikkaballapura.xls,623,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62606,HAMPASANDRA,154829,MACHAHALLI,926155,MACHAHALLY(M),Chikkaballapura,Chikkaballapura.xls,773,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62603,SOMENAHALLI,154778,MADDAREDDIHALLI,926211,MADDAREDDYHALLI(M),Chikkaballapura,Chikkaballapura.xls,783,,,,,,,,
Karnataka,Chikkaballapura,Gauribidanur,62586,B.BOMMASANDRA,665075,MIDDILU,925641,MIDDILU,Chikkaballapura,Chikkaballapura.xls,840,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62601,Tirumani,154743,MINCHANAHALLI,926171,MINCHANAHALLY (M),Chikkaballapura,Chikkaballapura.xls,843,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62533,Batlahalli,664864,MUSTURUPATNA,926136,MUSTURUPATNA,Chikkaballapura,Chikkaballapura.xls,872,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62537,Raguttahalli,154246,NALLAGUTLAHALLY,624454,Nallaguttahalli,Chikkaballapura,Chikkaballapura.xls,906,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,299794,MINDIGAL,664947,NALLARALLAHALLI,917236,NALLARALLAHALLI,Chikkaballapura,Chikkaballapura.xls,916,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62561,Yagavakote,154489,PULAGUNDLAHALLY,624404,Billagundlapalli,Chikkaballapura,Chikkaballapura.xls,1009,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62533,Batlahalli,664865,RAGIMAKALAHALLY,926137,RAGIMAKALAHALLY,Chikkaballapura,Chikkaballapura.xls,1028,,,,,,,,
Karnataka,Chikkaballapura,Gudibanda,62602,Varlakonda,664535,THEELAKUNTAHALLY,926181,THEELAKUNTAHALLY(M),Chikkaballapura,Chikkaballapura.xls,1162,,,,,,,,
Karnataka,Chikkaballapura,Chintamani,62549,KOTAGAL,154358,THIPPANAHALLY,624559,Thippenahalli,Chikkaballapura,Chikkaballapura.xls,1173,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62703,THIMMANAYAKANAHALLI,665126,THOKALAHALLI,624094,Thokalahalli,Chikkaballapura,Chikkaballapura.xls,1178,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62720,Basettyhalli,665134,VANTURU,926191,VANTURU,Chikkaballapura,Chikkaballapura.xls,1213,,,,,,,,
Karnataka,Chikkaballapura,Sidlaghatta,62704,DIBBURAHALLI,155760,YALAGALAHALLI,926194,YALAGALAHALLI,Chikkaballapura,Chikkaballapura.xls,1246,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65238,Kalagere,663933,Ajadnagara,927373,AJADNAGARA,Chitradurga,Chitradurga.xls,14,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65315,Devapura,663797,Akkithimmayanahatti,927471,AKKITHIMMAYANAHATTI,Chitradurga,Chitradurga.xls,18,,,,,,,,
Karnataka,Chitradurga,Hiriyur,65285,Suragondanahally,169737,Alamaradahatti,927721,ALAMARADAHATTI,Chitradurga,Chitradurga.xls,23,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663983,Avalenahalli,605499,Avalenahalli,Chitradurga,Chitradurga.xls,47,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65345,Santhegudda,664102,B Hanumapura,927436,B.HANUMAPURA,Chitradurga,Chitradurga.xls,49,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65345,Santhegudda,664103,B.hanumanagudda,927435,B.HANUMANAGUDDA,Chitradurga,Chitradurga.xls,53,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663984,Bangarakkanahalli,605497,Bangarakkanahalli,Chitradurga,Chitradurga.xls,74,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65307,Kellodu,663901,Bilichittyanahatti,927518,BILICHITTYANAHATTI,Chitradurga,Chitradurga.xls,109,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663986,Bogalerahatti,605498,Bogalerahatti,Chitradurga,Chitradurga.xls,110,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65353,Chikkirahalli,170195,Byrapura,605191,Byrapura,Chitradurga,Chitradurga.xls,139,,,,,,,,
Karnataka,Chitradurga,Hiriyur,65282,BABBUR,169710,Chinnaiahnahatti,927549,CHINNAYYANAHATTI,Chitradurga,Chitradurga.xls,182,,,,,,,,
Karnataka,Chitradurga,Holalkere,65343,Madderu,663693,Dasayyanahatti,927665,DASAYYANAHATTI,Chitradurga,Chitradurga.xls,200,,,,,,,,
Karnataka,Chitradurga,Chitradurga,299805,Godabanahal,695537,DEVAPURADHAHATTI,917180,DEVAPURADHAHATTI,Chitradurga,Chitradurga.xls,204,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663987,Doddagatta,605501,Doddagatta,Chitradurga,Chitradurga.xls,220,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65244,Alagawadi,663732,Doddignahal Hosahatti,927134,DODDIGANAL HOSAHATTI,Chitradurga,Chitradurga.xls,229,,,,,,,,
Karnataka,Chitradurga,Challakere,65192,Obalapura,589269,DONEHALL I,605316,Donehalli Kaval,Chitradurga,Chitradurga.xls,231,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65235,Siddapura,663970,Erajanahatti,927404,ERAJANAHATTI,Chitradurga,Chitradurga.xls,242,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65317,Devigere,663810,Galirangyanahatti,927475,GALIRANGYANAHATTI,Chitradurga,Chitradurga.xls,247,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65234,Janukonda,663922,Ganjigatti,927369,GANJIGATTI,Chitradurga,Chitradurga.xls,251,,,,,,,,
Karnataka,Chitradurga,Holalkere,65327,SHIVAGANGA,589825,Garaga,605724,Garaga,Chitradurga,Chitradurga.xls,257,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65257,Cholaghatta,169515,Garehatti,931789,Cholagatta Yane Gaarehatti,Chitradurga,Chitradurga.xls,258,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65299,S NERLAKERE,663938,Garimbilu,927537,GARIMBILU,Chitradurga,Chitradurga.xls,259,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65299,S NERLAKERE,663936,H S PALYA,927538,H.S.PALYA,Chitradurga,Chitradurga.xls,316,,,,,,,,
Karnataka,Chitradurga,Hiriyur,65264,Yelladakere,169566,Halumadenahalli,606150,Haladyamenahalli,Chitradurga,Chitradurga.xls,332,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65243,Chikkabennur,663777,Hanumanahalli,927174,HANUMANAHALLI,Chitradurga,Chitradurga.xls,338,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,664029,Hanumapura S,927438,HANUMAPURA.S,Chitradurga,Chitradurga.xls,341,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65235,Siddapura,663972,Hidayathpura,927408,HIDAYATHPURA,Chitradurga,Chitradurga.xls,357,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65230,Muddapura,664379,Hirekattegere Gollarahatti,927393,HIREKATTEGERE-GOLLARAHATTI,Chitradurga,Chitradurga.xls,364,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65294,Thandaga,663963,Hosakere,927609,HOSAKERE,Chitradurga,Chitradurga.xls,379,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,664062,Hosuru,927440,HOSURU,Chitradurga,Chitradurga.xls,383,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65239,Yelagodu,663993,HULLEHAL GOLLARAHATTI,927415,HU.GOLLARAHATTI,Chitradurga,Chitradurga.xls,394,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65304,G.N.KERE,663853,Hunasekatee,927490,HUNASEKATEE,Chitradurga,Chitradurga.xls,397,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65246,Hireguntanur,663878,Hunasekatti Gollarahatti,927348,HUNASEKATTI GOLLARAHATTI,Chitradurga,Chitradurga.xls,398,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65256,Iyyanahalli,663906,Iyyanahalli Kurubarahatti,927361,IYYANAHALLI KURUBARAHATTI,Chitradurga,Chitradurga.xls,417,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663989,Kadambanakatte,605500,Kadambanakatte,Chitradurga,Chitradurga.xls,449,,,,,,,,
Karnataka,Chitradurga,Holalkere,236415,Adanur,663510,Kambadevarahatta,927631,KAMBADEVARAHATTA,Chitradurga,Chitradurga.xls,475,,,,,,,,
Karnataka,Chitradurga,Hiriyur,65263,Abbenahole,663818,KAMBHATHANAHALLI,927542,KAMBHATTANAHALLI,Chitradurga,Chitradurga.xls,476,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65303,Chikkabyladakere,663791,Katihatti,927469,KATIHATTI,Chitradurga,Chitradurga.xls,511,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65357,Hangal,664077,Kelagalahatti,927422,KELAGALAHATTI,Chitradurga,Chitradurga.xls,516,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65248,Lakshmisagara,169456,Kitttadahatti,927381,KITTADAHATTI,Chitradurga,Chitradurga.xls,532,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65324,Bokikere,663776,M G Dibba,927464,M.G.DIBBA,Chitradurga,Chitradurga.xls,592,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65259,MEDEHALLI,169522,MEDHEHALLI,605585,Medehalli(Part),Chitradurga,Chitradurga.xls,652,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65357,Hangal,664078,Megalahatti,927424,MEGALAHATTI,Chitradurga,Chitradurga.xls,656,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65230,Muddapura,663965,MUDDAPURA MYASARAHATTY,927416,MYASARAHATTY,Chitradurga,Chitradurga.xls,668,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65355,Rayapura,664099,Myasarahatti,927396,MYASARAHATTI,Chitradurga,Chitradurga.xls,678,,,,,,,,
Karnataka,Chitradurga,Challakere,65205,Gowrasamudra,696751,OBANNANAHALLI KAVAL,605277,OBANNANAHALLI KAVAL,Chitradurga,Chitradurga.xls,723,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65241,Kogunde,664330,PANJAIAHNAHATTI,927375,PANJAYAHATTI,Chitradurga,Chitradurga.xls,739,,,,,,,,
Karnataka,Chitradurga,Hosdurga,65319,Mallappanahalli,663923,Rangyanauru,927532,RANGYANAURU,Chitradurga,Chitradurga.xls,779,,,,,,,,
Karnataka,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,664064,Roppa,927442,ROPPA,Chitradurga,Chitradurga.xls,786,,,,,,,,
Karnataka,Chitradurga,Holalkere,65333,Gungiganur,663690,S H Halli Gollarhatti,927663,S.H.HALLI GOLLARHATTI,Chitradurga,Chitradurga.xls,788,,,,,,,,
Karnataka,Chitradurga,Holalkere,65343,Madderu,170130,Seeneerakatte,927677,SEENEERAKATTE,Chitradurga,Chitradurga.xls,809,,,,,,,,
Karnataka,Chitradurga,Chitradurga,65227,Turuvanur,663991,T.Upparatti,605502,Upparatti,Chitradurga,Chitradurga.xls,859,,,,,,,,
Karnataka,Chitradurga,Challakere,65185,Doddaullarthi,169099,ULLAVARTHI KAVAL,605307,ULLAVARTHI KAVAL,Chitradurga,Chitradurga.xls,906,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,61549,Bala,671256,Bala,617523,Bala (OG),Dakshina Kannada,Dakshina Kannada.xls,44,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,61571,CHELAIRU,148758,Chelairu,617521,Chelliru (OG),Dakshina Kannada,Dakshina Kannada.xls,75,,,,,,,,
Karnataka,Dakshina Kannada,Puttur,61602,Munduru,148816,Kemminje,617734,Kemminje (Rural),Dakshina Kannada,Dakshina Kannada.xls,150,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,61560,Permude,148738,Kuttethuru,617522,Kuthethur (OG),Dakshina Kannada,Dakshina Kannada.xls,198,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,236264,Gurupura,674434,MOOLUR,617507,Mulur (CT),Dakshina Kannada,Dakshina Kannada.xls,226,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,236263,Neermarga,587769,Neerumarga,617510,Neermarga (CT),Dakshina Kannada,Dakshina Kannada.xls,252,,,,,,,,
Karnataka,Dakshina Kannada,Mangaluru,61550,Moodushedde,674495,PADUSHEDDE,617524,Padushedde (OG),Dakshina Kannada,Dakshina Kannada.xls,273,,,,,,,,
Karnataka,Davangere,Davanagere,64663,Iguru,167328,Agasanakatte,606542,Agasanakatte,Davangere,Davangere.xls,4,,,,,,,,
Karnataka,Davangere,Channagiri,64711,Bulasagara,167522,Akali Katte,607016,Akalikatti,Davangere,Davangere.xls,6,,,,,,,,
Karnataka,Davangere,Channagiri,64722,Channeshapura,167563,Basavapura,606909,Basavapura,Davangere,Davangere.xls,42,,,,,,,,
Karnataka,Davangere,Honnali,64823,Haralahalli,168015,Didagur,606827,Didagur,Davangere,Davangere.xls,145,,,,,,,,
Karnataka,Davangere,Channagiri,64698,Guddada Kumaranahalli,167488,Guddada Kumaranaha Halli,607066,Komaranahalli,Davangere,Davangere.xls,205,,,,,,,,
Karnataka,Davangere,Davanagere,64676,Kurki,167410,Hanumanahalli,606669,Hanumanahalli,Davangere,Davangere.xls,232,,,,,,,,
Karnataka,Davangere,Harihara,64796,Sarati,167920,Karalahalli,606271,Karalahalli,Davangere,Davangere.xls,352,,,,,,,,
Karnataka,Davangere,Jagalur,64875,Pallagatte,586897,Kolamaghatta,910406,Kamalapura,Davangere,Davangere.xls,394,,,,,,,,
Karnataka,Davangere,Davanagere,64663,Iguru,167326,Lingapura,606608,Lingapura,Davangere,Davangere.xls,439,,,,,,,,
Karnataka,Davangere,Nyamathi,64814,GUDDEHALLI,167981,NARAGINAKERE,606708,Naraginakere,Davangere,Davangere.xls,527,,,,,,,,
Karnataka,Davangere,Channagiri,64733,Garaga,167604,Rangapura Thanda,607112,Rangapura,Davangere,Davangere.xls,571,,,,,,,,
Karnataka,Davangere,Channagiri,64735,Lingadahalli,167609,Siddapura,606937,Siddapura,Davangere,Davangere.xls,609,,,,,,,,
Karnataka,Davangere,Davanagere,64655,Belavanuru,664230,Taralabalunagara,924654,TARALABALUNAGAR,Davangere,Davangere.xls,635,,,,,,,,
Karnataka,Davangere,Channagiri,64696,Tyavanagi,595950,Tyavanige Thanda,606925,Thyavanige Thanda,Davangere,Davangere.xls,660,,,,,,,,
Karnataka,Davangere,Channagiri,64720,Siddanamatha,167555,Yekkegondi,606936,Yakkegondi,Davangere,Davangere.xls,691,,,,,,,,
Karnataka,Gadag,Shirahatti,64403,Magadi,662140,Channapattana,602095,Shirahatti (Rural),Gadag,Gadag.xls,59,,,,,,,,
Karnataka,Gadag,Gadag,64392,Kurtakoti,588430,Hosahalli,924604,HOSAHALLI,Gadag,Gadag.xls,134,,,,,,,,
Karnataka,Hassan,Hassan,62285,Ankapura,152553,Ankanahalli,616188,Ankanahalli,Hassan,Hassan.xls,80,,,,,,,,
Karnataka,Hassan,Hassan,62299,B.katihalli,152693,B.katihalli,616230,B.Kattihalli (OG),Hassan,Hassan.xls,143,,,,,,,,
Karnataka,Hassan,Arkalgud,0,0,150780,Bettasoge Hantha (b),616775,Bettasoge Hantha,Hassan,Hassan.xls,279,,,,,,,,
Karnataka,Hassan,Arsikere,62184,PURALEHALLI,151440,Byadarahalli,615586,Byadarahalli,Hassan,Hassan.xls,361,,,,,,,,
Karnataka,Hassan,Belur,62221,IBBEDU,151902,C. Hosahalli,615309,C.HOSAHALLI,Hassan,Hassan.xls,382,,,,,,,,
Karnataka,Hassan,Hassan,62307,Tejur,152772,Chikkakondagola,616046,Chikkakondagola(Part),Hassan,Hassan.xls,457,,,,,,,,
Karnataka,Hassan,Hassan,62302,Kandali,152718,Doddamandignahalli,616232,Doddamandiganahalli (OG),Hassan,Hassan.xls,607,,,,,,,,
Karnataka,Hassan,Arsikere,62165,BELAGUMBA,151197,Gollarahalli,615748,Gollarahalli,Hassan,Hassan.xls,692,,,,,,,,
Karnataka,Hassan,Hassan,62283,Handinakere,152531,Guddenahalli,616231,Guddenahalli (OG),Hassan,Hassan.xls,720,,,,,,,,
Karnataka,Hassan,Holenarsipur,62327,Kattebelaguli,152913,Hirebelaguli,616812,Hirebelaguli Hantha,Hassan,Hassan.xls,888,,,,,,,,
Karnataka,Hassan,Arsikere,62176,Kallugundi,151303,Kallusadarahalli,615603,Kallu Sadarahalli,Hassan,Hassan.xls,1172,,,,,,,,
Karnataka,Hassan,Hassan,62304,Karle,152739,Karle Kaval,616143,Karle Kaval,Hassan,Hassan.xls,1243,,,,,,,,
Karnataka,Hassan,Hassan,62276,Kattaya,152474,Kattaya Kaval,616130,Kattaya Kaval,Hassan,Hassan.xls,1256,,,,,,,,
Karnataka,Hassan,Belur,62211,Bichodu,151762,Kodihalli,615436,Kodihalli,Hassan,Hassan.xls,1330,,,,,,,,
Karnataka,Hassan,Arsikere,62181,Kachighatta,151374,Koranahalli,615556,Korenahalli,Hassan,Hassan.xls,1366,,,,,,,,
Karnataka,Hassan,Arsikere,62179,K Shankaranahalli,151329,Kumbaragatta,615641,Kumbaraghatta,Hassan,Hassan.xls,1398,,,,,,,,
Karnataka,Hassan,Hassan,62299,B.katihalli,152696,Lakshmisagar,939319,LAKSHMISAGARA(KASABA),Hassan,Hassan.xls,1456,,,,,,,,
Karnataka,Hassan,Arsikere,62184,PURALEHALLI,151437,Maratagere,615588,Maratagere,Hassan,Hassan.xls,1621,,,,,,,,
Karnataka,Hassan,Arsikere,62188,Rangapura,151465,Mootikere,615758,Mootikere,Hassan,Hassan.xls,1678,,,,,,,,
Karnataka,Hassan,Hassan,62306,MOSALEHOSAHALLI,152767,Mosalehosahalli,926830,MOSALEHOSAHALLI,Hassan,Hassan.xls,1681,,,,,,,,
Karnataka,Hassan,Hassan,62282,Seege,152526,Ramadadevara Kaval,615905,Ramadevarahalla Kaval,Hassan,Hassan.xls,1878,,,,,,,,
Karnataka,Hassan,Holenarsipur,62327,Kattebelaguli,589427,Srirampura,616806,Kattebelaguli Hantha,Hassan,Hassan.xls,2058,,,,,,,,
Karnataka,Hassan,Hassan,62294,Haralahalli,152637,Thamlapura,616047,Thamlapura (OG) (Part),Hassan,Hassan.xls,2101,,,,,,,,
Karnataka,Hassan,Arkalgud,62130,Doddabemmathi,150820,Yadiyur,616736,Yadiyur,Hassan,Hassan.xls,2240,,,,,,,,
Karnataka,Hassan,Hassan,62303,Hanumanthapura,152734,Yareborekaval,938891,EREBOREKAVAL,Hassan,Hassan.xls,2255,,,,,,,,
Karnataka,Haveri,Hanagal,64467,Hullatti,166656,Aregoppa.,604098,Hirekanagi,Haveri,Haveri.xls,30,,,,,,,,
Karnataka,Haveri,RATTIHALLI,64536,KADUR,645720,HADE,924845,HADE,Haveri,Haveri.xls,210,,,,,,,,
Karnataka,Haveri,Shiggaon,64622,Kunnoor,167164,Kunnur,603884,Gudageri,Haveri,Haveri.xls,430,,,,,,,,
Karnataka,Haveri,Hanagal,299956,Aladakatti,637734,Ramapur,924839,RAMAPUR,Haveri,Haveri.xls,550,,,,,,,,
Karnataka,Kalaburagi,Aland,299674,MOGHA (K),149367,ALLAPUR,620040,Allapur (H),Kalaburagi,Kalaburagi.xls,12,,,,,,,,
Karnataka,Kalaburagi,Shabad,61876,Bhankor,637324,bhankur,620714,Bhankur (OG),Kalaburagi,Kalaburagi.xls,102,,,,,,,,
Karnataka,Kalaburagi,Chincholi,61840,Ainolli,149469,Bhogalingadalli,938551,BOMMANAHALLI,Kalaburagi,Kalaburagi.xls,111,,,,,,,,
Karnataka,Kalaburagi,Jevargi,61944,Harnoor,149809,Hanchinal,620860,Hanchinal Bhari,Kalaburagi,Kalaburagi.xls,265,,,,,,,,
Karnataka,Kalaburagi,Kalaburagi,61934,Nandikoor,589686,Kotnoor (d),620322,Kotnoor Darwesh (OG),Kalaburagi,Kalaburagi.xls,479,,,,,,,,
Karnataka,Kalaburagi,Sedam,61984,Mudhol,665173,Kottapalli,620568,Kompalli,Kalaburagi,Kalaburagi.xls,480,,,,,,,,
Karnataka,Kalaburagi,Kalaburagi,61932,Kusnoor,149760,Kusnoor,620266,Kusnoor (Part),Kalaburagi,Kalaburagi.xls,499,,,,,,,,
Karnataka,Kalaburagi,Yadrami,61958,MALLI,149881,NAGARALLI,620833,Nagarhalli,Kalaburagi,Kalaburagi.xls,605,,,,,,,,
Karnataka,Kalaburagi,Chincholi,61849,Venktapur,149482,Sangapur,620441,Sangam[K],Kalaburagi,Kalaburagi.xls,701,,,,,,,,
Karnataka,Kalaburagi,Chincholi,61849,Venktapur,662333,Seribhiknalli,620370,SERIBIKANALLI,Kalaburagi,Kalaburagi.xls,721,,,,,,,,
Karnataka,Kodagu,Virajpet,62435,BITTANGALA,661869,AMBATTI,924036,AMBATTI,Kodagu,Kodagu.xls,9,,,,,,,,
Karnataka,Kodagu,Kushalanagar,62416,GUDDEHOSUR,153485,ATHUR,923974,BELLURU,Kodagu,Kodagu.xls,20,,,,,,,,
Karnataka,Kodagu,Ponnampet,62453,HATHUR,701118,ATHUR,924053,ATHUR,Kodagu,Kodagu.xls,21,,,,,,,,
Karnataka,Kodagu,Ponnampet,62461,SRIMANGALA,661894,BEERUGA,924064,BEERUGA,Kodagu,Kodagu.xls,39,,,,,,,,
Karnataka,Kodagu,Virajpet,62449,Chennayanakote,702204,CHENNANGI,924040,CHENNANGI,Kodagu,Kodagu.xls,70,,,,,,,,
Karnataka,Kodagu,Somvarpet,62401,Gowdalli,153426,Chennapura,938979,CHENNAPURA,Kodagu,Kodagu.xls,71,,,,,,,,
Karnataka,Kodagu,Kushalanagar,62421,Torenur,661862,CHIKKA ALUVARA,924016,CHIKKA ALUVARA,Kodagu,Kodagu.xls,75,,,,,,,,
Karnataka,Kodagu,Ponnampet,62469,Gonikoppal,153632,GONIKOPPA,910319,Gonikoppal (CT),Kodagu,Kodagu.xls,97,,,,,,,,
Karnataka,Kodagu,Kushalanagar,62416,GUDDEHOSUR,661828,GUDDEHOSURU,923977,GUDDEHOSURU,Kodagu,Kodagu.xls,100,,,,,,,,
Karnataka,Kodagu,Somvarpet,62402,Doddamolathe,153441,HONNAHANAKODU,923949,GEJJEHANAKODU,Kodagu,Kodagu.xls,124,,,,,,,,
Karnataka,Kodagu,Kushalanagar,0,0,661841,HUDUGURU,923992,HUDUGURU,Kodagu,Kodagu.xls,131,,,,,,,,
Karnataka,Kodagu,Ponnampet,62468,PONNAMPET,695841,Hudur,924028,Hudur,Kodagu,Kodagu.xls,132,,,,,,,,
